bridgeAdcOffset ,0
bridgeAmbientReference ,760
bridgeGain ,64
bridgeSensitivity ,1
bridgeTarePwmDuty ,820
clockFreqHz ,32768
crc ,30880
extAdcGainCalValue ,5617676
numAccelSamples ,0
numBridgeSamples ,11916
numEcgSamples ,0
numLpsSamples ,0
pressureSensorSelect ,0
recordingPeriodTicks ,165
recordingTrigger ,MT
serialNumber ,0
timeStamp ,-773567798

