0.00000, 15.25879
5035.40039, -10.68115
10070.80078, -9.15527
15106.20117, -12.20703
20141.60156, -13.73291
25177.00195, -9.15527
30212.40234, -6.10352
35247.80273, -12.20703
40283.20312, -9.15527
45318.60352, -9.15527
50354.00391, -9.15527
55389.40430, -10.68115
60424.80469, -9.15527
65460.20508, -7.62940
70495.60547, -12.20703
75531.00586, -6.10352
80566.40625, -15.25879
85601.80664, -10.68115
90637.20703, -10.68115
95672.60742, -7.62940
100708.00781, -12.20703
105743.40820, -9.15527
110778.80859, -9.15527
115814.20898, -7.62940
120849.60938, -10.68115
125885.00977, -6.10352
130920.41016, -13.73291
135955.81055, -7.62940
140991.21094, -12.20703
146026.61133, -10.68115
151062.01172, -6.10352
156097.41211, -9.15527
161132.81250, -10.68115
166168.21289, -9.15527
171203.61328, -7.62940
176239.01367, -10.68115
181274.41406, -7.62940
186309.81445, -9.15527
191345.21484, -6.10352
196380.61523, -9.15527
201416.01562, -9.15527
206451.41602, -12.20703
211486.81641, -9.15527
216522.21680, -9.15527
221557.61719, -12.20703
226593.01758, -9.15527
231628.41797, -13.73291
236663.81836, -10.68115
241699.21875, -6.10352
246734.61914, -12.20703
251770.01953, -7.62940
256805.41992, -10.68115
261840.82031, -12.20703
266876.22070, -10.68115
271911.62109, -15.25879
276947.02148, -10.68115
281982.42188, -10.68115
287017.82227, -10.68115
292053.22266, -15.25879
297088.62305, -10.68115
302124.02344, -7.62940
307159.42383, -6.10352
312194.82422, -13.73291
317230.22461, -13.73291
322265.62500, -9.15527
327301.02539, -9.15527
332336.42578, -9.15527
337371.82617, -7.62940
342407.22656, -10.68115
347442.62695, -7.62940
352478.02734, -10.68115
357513.42773, -10.68115
362548.82812, -7.62940
367584.22852, -12.20703
372619.62891, -9.15527
377655.02930, -10.68115
382690.42969, -6.10352
387725.83008, -10.68115
392761.23047, -12.20703
397796.63086, -10.68115
402832.03125, -9.15527
407867.43164, -9.15527
412902.83203, -9.15527
417938.23242, -13.73291
422973.63281, -4.57764
428009.03320, -12.20703
433044.43359, -9.15527
438079.83398, -10.68115
443115.23438, -12.20703
448150.63477, -13.73291
453186.03516, -13.73291
458221.43555, -9.15527
463256.83594, -10.68115
468292.23633, -7.62940
473327.63672, -10.68115
478363.03711, -9.15527
483398.43750, -9.15527
488433.83789, -12.20703
493469.23828, -10.68115
498504.63867, -9.15527
503540.03906, -12.20703
508575.43945, -9.15527
513610.83984, -7.62940
518646.24023, -9.15527
523681.64062, -10.68115
528717.04102, -9.15527
533752.44141, -12.20703
538787.84180, -10.68115
543823.24219, -9.15527
548858.64258, -12.20703
553894.04297, -12.20703
558929.44336, -6.10352
563964.84375, -12.20703
569000.24414, -7.62940
574035.64453, -7.62940
579071.04492, -10.68115
584106.44531, -9.15527
589141.84570, -9.15527
594177.24609, -9.15527
599212.64648, -7.62940
604248.04688, -12.20703
609283.44727, -7.62940
614318.84766, -15.25879
619354.24805, -10.68115
624389.64844, -7.62940
629425.04883, -10.68115
634460.44922, -15.25879
639495.84961, -12.20703
644531.25000, -10.68115
649566.65039, -9.15527
654602.05078, -12.20703
659637.45117, -7.62940
664672.85156, -10.68115
669708.25195, -10.68115
674743.65234, -12.20703
679779.05273, -9.15527
684814.45312, -9.15527
689849.85352, -10.68115
694885.25391, -7.62940
699920.65430, -7.62940
704956.05469, -10.68115
709991.45508, -7.62940
715026.85547, -9.15527
720062.25586, -10.68115
725097.65625, -10.68115
730133.05664, -6.10352
735168.45703, -10.68115
740203.85742, -7.62940
745239.25781, -9.15527
750274.65820, -9.15527
755310.05859, -13.73291
760345.45898, -7.62940
765380.85938, -12.20703
770416.25977, -9.15527
775451.66016, -6.10352
780487.06055, -12.20703
785522.46094, -10.68115
790557.86133, -9.15527
795593.26172, -12.20703
800628.66211, -10.68115
805664.06250, -9.15527
810699.46289, -12.20703
815734.86328, -10.68115
820770.26367, -7.62940
825805.66406, -12.20703
830841.06445, -7.62940
835876.46484, -12.20703
840911.86523, -10.68115
