0.00000, -0.12891, 0.08692, 0.85062
5035.40039, -0.11329, 0.10059, 0.85550
10070.80078, -0.12696, 0.09668, 0.85062
15106.20117, -0.11915, 0.09180, 0.85941
20141.60156, -0.11817, 0.09375, 0.85062
25177.00195, -0.12989, 0.09961, 0.85160
30212.40234, -0.11915, 0.10059, 0.85257
35247.80273, -0.12598, 0.09375, 0.85745
40283.20312, -0.12891, 0.09473, 0.85452
45318.60352, -0.12110, 0.09375, 0.85257
50354.00391, -0.11622, 0.09571, 0.85160
55389.40430, -0.12207, 0.08985, 0.86136
60424.80469, -0.11133, 0.08985, 0.85550
65460.20508, -0.11329, 0.08594, 0.86038
70495.60547, -0.10645, 0.08399, 0.84769
75531.00586, -0.11036, 0.08692, 0.85062
80566.40625, -0.13379, 0.09375, 0.85452
85601.80664, -0.11817, 0.09180, 0.85062
90637.20703, -0.11817, 0.10059, 0.84769
95672.60742, -0.12598, 0.09473, 0.85062
100708.00781, -0.12696, 0.09766, 0.85745
105743.40820, -0.11036, 0.08692, 0.84085
110778.80859, -0.11426, 0.09668, 0.84671
115814.20898, -0.12403, 0.10157, 0.84476
120849.60938, -0.13575, 0.10547, 0.85062
125885.00977, -0.11329, 0.09375, 0.85062
130920.41016, -0.12598, 0.10840, 0.84378
135955.81055, -0.11622, 0.10059, 0.84964
140991.21094, -0.11622, 0.08985, 0.84671
146026.61133, -0.11817, 0.10059, 0.84183
151062.01172, -0.11817, 0.08985, 0.85355
156097.41211, -0.13282, 0.09473, 0.85257
161132.81250, -0.12598, 0.10254, 0.85452
166168.21289, -0.12793, 0.10157, 0.85843
171203.61328, -0.11817, 0.09766, 0.84476
176239.01367, -0.12500, 0.10059, 0.85160
181274.41406, -0.11719, 0.10157, 0.85062
186309.81445, -0.12207, 0.08985, 0.85745
191345.21484, -0.11817, 0.09278, 0.84964
196380.61523, -0.13282, 0.09766, 0.85550
201416.01562, -0.12207, 0.10157, 0.84476
206451.41602, -0.12891, 0.10059, 0.84671
211486.81641, -0.12403, 0.09766, 0.85062
216522.21680, -0.11622, 0.09473, 0.85160
221557.61719, -0.11817, 0.10157, 0.85257
226593.01758, -0.12207, 0.08985, 0.85160
231628.41797, -0.13184, 0.10059, 0.85941
236663.81836, -0.11426, 0.09278, 0.84671
241699.21875, -0.11719, 0.09082, 0.86234
246734.61914, -0.11329, 0.09375, 0.86038
251770.01953, -0.11817, 0.10059, 0.84281
256805.41992, -0.11133, 0.09375, 0.85452
261840.82031, -0.12110, 0.10059, 0.84378
266876.22070, -0.12207, 0.09473, 0.85550
271911.62109, -0.11622, 0.09278, 0.84769
276947.02148, -0.12696, 0.09473, 0.86234
281982.42188, -0.11719, 0.09961, 0.85257
287017.82227, -0.12403, 0.09668, 0.85452
292053.22266, -0.12207, 0.09766, 0.85062
297088.62305, -0.11719, 0.09278, 0.85257
302124.02344, -0.11329, 0.09375, 0.84769
307159.42383, -0.12598, 0.10059, 0.84476
312194.82422, -0.11915, 0.09961, 0.84476
317230.22461, -0.10840, 0.09278, 0.84281
322265.62500, -0.11817, 0.09473, 0.85257
327301.02539, -0.12696, 0.08692, 0.85452
332336.42578, -0.11817, 0.09766, 0.85062
337371.82617, -0.11719, 0.09180, 0.84671
342407.22656, -0.11133, 0.08789, 0.84476
347442.62695, -0.12989, 0.09766, 0.85745
352478.02734, -0.11622, 0.09375, 0.84964
357513.42773, -0.13184, 0.10157, 0.85257
362548.82812, -0.11426, 0.09180, 0.85160
367584.22852, -0.12207, 0.09766, 0.85355
372619.62891, -0.11817, 0.10450, 0.85062
377655.02930, -0.13477, 0.10059, 0.84867
382690.42969, -0.11329, 0.08594, 0.85550
387725.83008, -0.11036, 0.09375, 0.85062
392761.23047, -0.12989, 0.09375, 0.84281
397796.63086, -0.12110, 0.09961, 0.85550
402832.03125, -0.11817, 0.09961, 0.84281
407867.43164, -0.11719, 0.09668, 0.85648
412902.83203, -0.11426, 0.08985, 0.84281
417938.23242, -0.11719, 0.08399, 0.85745
422973.63281, -0.13379, 0.10157, 0.85745
428009.03320, -0.12403, 0.10547, 0.85062
433044.43359, -0.11329, 0.08985, 0.84183
438079.83398, -0.12500, 0.08985, 0.85452
443115.23438, -0.11036, 0.09278, 0.84378
448150.63477, -0.12207, 0.08985, 0.85452
453186.03516, -0.11329, 0.08985, 0.84378
458221.43555, -0.12891, 0.10254, 0.83597
463256.83594, -0.13770, 0.09961, 0.85550
468292.23633, -0.11133, 0.09375, 0.83988
473327.63672, -0.13770, 0.09668, 0.84671
478363.03711, -0.13282, 0.10059, 0.85160
483398.43750, -0.13282, 0.10450, 0.84964
488433.83789, -0.12207, 0.09668, 0.85452
493469.23828, -0.11622, 0.09375, 0.84964
498504.63867, -0.12403, 0.08985, 0.84671
503540.03906, -0.11524, 0.09180, 0.85160
508575.43945, -0.12207, 0.09668, 0.84281
513610.83984, -0.12891, 0.09766, 0.85257
518646.24023, -0.13379, 0.10059, 0.85160
523681.64062, -0.11036, 0.08985, 0.85160
528717.04102, -0.12207, 0.09278, 0.85843
533752.44141, -0.11524, 0.09473, 0.84769
538787.84180, -0.11622, 0.09375, 0.84671
543823.24219, -0.12989, 0.09473, 0.85550
548858.64258, -0.11622, 0.08985, 0.84378
553894.04297, -0.11915, 0.09180, 0.85941
558929.44336, -0.11036, 0.09473, 0.85160
563964.84375, -0.12598, 0.09961, 0.84183
569000.24414, -0.11329, 0.08594, 0.85452
574035.64453, -0.12598, 0.09473, 0.84769
579071.04492, -0.11329, 0.09180, 0.84671
584106.44531, -0.10840, 0.08692, 0.83890
589141.84570, -0.13184, 0.09668, 0.85160
594177.24609, -0.10645, 0.08692, 0.84671
599212.64648, -0.11426, 0.08985, 0.84671
604248.04688, -0.11817, 0.09473, 0.84671
609283.44727, -0.11817, 0.08594, 0.85257
614318.84766, -0.12598, 0.09668, 0.85062
619354.24805, -0.11426, 0.09180, 0.84183
624389.64844, -0.11817, 0.08496, 0.85062
629425.04883, -0.11036, 0.09473, 0.85745
634460.44922, -0.11915, 0.09766, 0.84378
639495.84961, -0.11036, 0.09180, 0.84476
644531.25000, -0.12207, 0.09473, 0.84671
649566.65039, -0.11817, 0.08692, 0.85257
654602.05078, -0.13575, 0.10254, 0.84964
659637.45117, -0.11133, 0.09180, 0.83695
664672.85156, -0.11915, 0.09278, 0.84769
669708.25195, -0.11036, 0.08887, 0.85062
674743.65234, -0.12207, 0.09766, 0.83597
679779.05273, -0.11915, 0.09668, 0.84671
684814.45312, -0.11817, 0.09180, 0.84281
689849.85352, -0.12207, 0.09961, 0.84476
694885.25391, -0.11719, 0.08985, 0.84671
699920.65430, -0.12207, 0.09278, 0.84671
704956.05469, -0.12207, 0.10059, 0.84671
709991.45508, -0.12500, 0.08692, 0.85257
715026.85547, -0.13282, 0.10059, 0.84378
720062.25586, -0.12207, 0.09473, 0.85257
725097.65625, -0.11329, 0.09278, 0.84671
730133.05664, -0.12207, 0.09668, 0.84769
735168.45703, -0.11817, 0.09668, 0.84769
740203.85742, -0.12989, 0.09961, 0.84476
745239.25781, -0.11036, 0.08692, 0.85062
750274.65820, -0.11036, 0.08985, 0.84281
755310.05859, -0.12598, 0.09375, 0.85550
760345.45898, -0.12989, 0.09375, 0.86722
765380.85938, -0.11036, 0.09180, 0.84574
770416.25977, -0.12207, 0.09473, 0.86234
775451.66016, -0.11329, 0.08985, 0.85745
780487.06055, -0.11817, 0.09766, 0.85550
785522.46094, -0.11426, 0.08789, 0.84671
790557.86133, -0.12696, 0.09571, 0.85257
795593.26172, -0.12207, 0.09766, 0.85062
800628.66211, -0.11915, 0.08594, 0.85843
805664.06250, -0.13672, 0.09668, 0.85550
810699.46289, -0.11622, 0.08985, 0.83695
815734.86328, -0.12305, 0.08985, 0.85550
820770.26367, -0.11622, 0.09375, 0.85452
825805.66406, -0.12500, 0.08985, 0.86722
830841.06445, -0.12207, 0.09375, 0.85160
835876.46484, -0.11719, 0.09180, 0.86234
840911.86523, -0.11036, 0.09375, 0.84671
845947.26562, -0.11329, 0.08594, 0.86527
850982.66602, -0.12598, 0.09961, 0.85062
856018.06641, -0.09668, 0.08985, 0.84281
861053.46680, -0.11817, 0.09082, 0.85160
866088.86719, -0.11915, 0.09180, 0.84378
871124.26758, -0.11915, 0.10059, 0.84281
876159.66797, -0.11426, 0.09668, 0.83597
881195.06836, -0.12110, 0.09766, 0.84378
886230.46875, -0.12207, 0.10743, 0.83695
891265.86914, -0.11719, 0.09668, 0.85062
896301.26953, -0.11329, 0.09278, 0.84183
901336.66992, -0.12598, 0.09668, 0.85062
906372.07031, -0.12598, 0.09473, 0.85062
911407.47070, -0.11817, 0.10157, 0.84867
916442.87109, -0.11622, 0.08692, 0.85550
921478.27148, -0.11036, 0.09278, 0.84964
926513.67188, -0.13477, 0.10743, 0.85160
931549.07227, -0.12403, 0.09766, 0.84964
936584.47266, -0.11915, 0.09375, 0.85160
941619.87305, -0.12989, 0.10059, 0.84964
946655.27344, -0.12500, 0.10059, 0.85062
951690.67383, -0.12305, 0.09278, 0.84964
